用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,手机型号
15700248810,买给父母用的，操作很方便，父母很容易学会使用；功能很强大，扫拖都很干净，水箱的存水量也足够使用，不需要中途添加；对于障碍物的识别很准确，茶几下面也会进去打扫；通过app可以很方便地查看清扫区域和时长，代言人的语音包也非常可爱；整体来说是一次非常满意的购物体验，可以解放双手，减轻负担。,2021-04-09 18:57:25,0,1,5,2021-05-21 14:08:06,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15648529437,"石头扫拖机器人T7S使用测评对实表 
今天刚收到的货,火速来测评一下! 
1.安装过程很简单 连个wifi启动就可以了 基本会用智能手 机就会用石头 听说还能远程遥控操作 不在家也能让石头 为你工作 
2.工作声音不大,在其他房间工作的时候几乎听不到噪音 
3.很聪明,呈Z字型清扫模式,不放过任何一个角落,床 底都被扫的干干净净(它把我拖鞋扫里面了我用手掏的时 候一点灰都没有 
4.拖地功能也不错 水珠很细密 我用的标准模式 家里不太 脏基本都能拖干净 如果是很难处理的污渍可以用强力模式 
5.肖战语音包上线了 能让他为我扫地拖地 内心莫名兴奋 还有好多可以选 后宫嫩妃版 萌妹版都很可爱搞怪 
6.配套的集尘座还没发货有那个就不用手动倒垃圾了懒人 就是要一步到位! 
7.我家还有一个戴森V10负责清洁石头进不去的小角落 总的来说很喜欢很完美解放双手必备之选",2021-05-06 10:26:11,0,1,5,2021-05-08 17:18:37,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15609934451,特别棒，解决了t7上各种不合理的地方，尘盒更接近t6，结构更深，水箱也更科学，不容易存水更好倒水，胶刷不缠毛，解决了家有毛孩子的大问题！,2021-04-15 00:00:56,1,1,5,2021-04-27 23:51:10,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15557357278,首先是家里一直想添置一个扫地机器人，又希望支持一下肖战的代言，便选了石头的这款小白。安装联网后，手机点击便可以控制开始清扫，拆装操作简单，外观设计的气质大方，很符合我的审美。清洁能力也不错，扫出来很多宝宝床下的毛絮和头发。省心省事。值得购入。会推荐给朋友们的。,2021-03-30 15:42:04,12,1,5,2021-04-15 22:36:31,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15585117467,"比我家几年前用的小狗好多了，石头这一款扫拖一体机，扫完特别干净，真是科技改变生活啊！老粉丝小飞侠支持肖战代言产品。
吸力大小：有四挡，可调节
智能程度：非常智能
灵敏程度：特别灵敏，及时发现地垫并抬高机身，完全不怕弄湿地毯
越障能力：很好，三四厘米高的落地罩轻松爬过
续航时间：可以，扫拖一遍不到一小时，完成会自己返回充电桩
噪音大小：我不在家时使用，噪音可以接受。语音提示太有趣了，有肖战的语音，有蜡笔小新的语音，儿子很开心听到蜡笔小新",2021-04-16 20:58:11,7,1,5,2021-04-21 14:21:01,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15635088534,东西使用感觉挺棒，越障碍能力强，吸力大小合适，拖地效果不错，程序智能符合预期，灵敏度挺不错的，续航能力很好，石头机器人值得推荐。,2021-05-01 00:32:00,0,1,5,2021-05-05 09:37:56,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15884517873,做了很久的功课，决定选择石头扫地机器人，用了几天，感觉很好，扫地干净，拖地也不错，解放双手，边边角角照顾不到。还是需要自己手动清洁，已经很满意了，至于大家说的化地砖，感觉确实有，只要不要我扫地，化就化吧。,2021-06-18 00:00:20,0,0,5,2021-06-28 17:42:29,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15857739454,用了几天，来说说，沙发下面钻进去扫了好多垃圾出来，吸力很不错，地面上可见的垃圾都扫干净了，目前测试的主要是清扫功能，拖地还没有试，清扫很满意，我每天都会清理尘盒。路线规划很合理，每个地方都能扫到，小的台阶轻松上下，定时清扫解放双手，改变了我对扫地机器人的偏见。,2021-06-16 15:33:04,0,1,5,2021-06-23 15:20:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15575621331,多猫家庭，地面清洁十分重要，用过几款扫地机，都没有这款方便好用，体现在擦布、水盒、尘盒拆卸方便，不用翻动机身就可完成拆装；擦地时噪音小，不会吓到猫咪；除尘擦地非常干净，地面湿度适宜，用时短；擦布容易清洗；机器可准确回归充电插座。,2021-03-29 12:45:50,2,1,5,2021-04-18 23:44:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15746343348,"从T6升级到T7S plus的，包装依旧是那么完美。
看中了智能AI识别摄像头，擦地功能，拖布自动升起这几项升级，外观十分漂亮大气，滚轮升级成了橡胶，水箱很大。遗憾的是除了扫边轮外，其他配件完全不能和T6通用了。很好，推荐给大家。",2021-05-31 10:45:16,0,1,5,2021-06-01 20:17:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15849128301,成功解放双手，想怎么拖就怎么拖，随时随地都可以，app遥控拖地，懒人神器，使用二十余天，非常满意,2021-05-31 18:55:01,0,1,5,2021-06-22 07:45:02,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15650328563,终于收到小石头了，迫不及待开始试用，操作简单易上手，石头app和小度音箱都可以操控，多种模式可选。边扫边拖，路线规划合理，我家这地形复杂的小户型都完美处理。外形设计大气时尚，扫拖后的地板超干净。解放双手，节省时间，太方便了，大爱。小飞侠大支持，石头超棒。,2021-05-01 00:00:29,0,1,5,2021-05-09 08:30:03,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15745469198,都说这个牌子的好用 正好618活动 入手了 开机的时候 真的觉得好可爱啊 避障能力还是可以 方便好用 吸拖一体很方便 特别是我们这些白天上班 晚上带娃 完全没时间打扫卫生的,2021-05-31 10:38:23,0,1,5,2021-06-01 17:08:59,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15601719536,非常不错的扫地机器人，先试验了扫地，后进行了拖地，都进行的很顺畅，因为是木地板，使用时间长了有小缝隙，使用了它平常扫地缝隙中扫不到的灰尘都被吸出来了，智能化也不错，建的地图很完整，后期进行区域划分很方便，总之，挺好的?,2021-04-20 23:34:00,0,2,5,2021-04-25 21:18:09,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15749387116,石头T7plus扫拖一体机收到了，太超出我的想象了。第一噪音非常小，在家一点都不影响。第二规划扫拖路线很棒，先把房屋四周走一遍，然后再在房屋中间有秩序的扫，而且每个房间都会逐一清扫。第三打扫的也很干净，瓜子皮吸走没问题，吃水果掉的粘汁都可以擦掉。第四能够准确的回到充电桩充电，准备到下一个定时再出来工作。最后还有夸一下京东物流，那是太给力了。凌晨付款，当天晚上就受到了。,2021-05-25 22:39:18,0,1,5,2021-06-02 13:32:05,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15556806837,肖战粉丝小飞侠支持肖战商务，以后卫生交给石头了，打扫的很仔细啊，很干净，吸力可以，噪音小，智能，能手机规划重点清扫区域！,2021-03-29 12:42:29,54,5,5,2021-04-15 20:00:35,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15568874154,挺好的，非常喜欢，很多死角都可以清理干净，包括沙发底，床底，地毯上也可以，有了它就不用天天拖地了，成了我的小助手！还可以远程控制，哈哈哈！支持肖战！,2021-04-07 13:14:34,0,1,5,2021-04-17 09:44:51,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15763606646,"吸力大小：吸力2500kpa 机器人中算中规中矩吧

智能程度：非常智能 基本不会叫救命，开了就不用在顾虑在担心他会不会倒在一个地方了。过地毯不会喷水不会拖，非常智能。
灵敏程度：很灵敏
越障能力：过我家阳台非常轻松 
续航时间：100平方打扫两次不用回充
噪音大小：挺大的 
整体体验非常好，拖扫也非常干净，规划合理，APP功能很多， 体验不错",2021-05-27 01:26:31,1,1,5,2021-06-05 11:19:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15577734351,"拿到我的肖战同款石头弟弟来啦！
拿到就马不停蹄的赶紧回家拆开
包装的很好，机器蛮重的！但是代言人帅气！
客服服务态度很好，下载米家的时候有点情况
客户很用心一步一步引导！！石头弟弟清洁度也很好
猫毛跟小猫粮掉落都可以扫进去！
肖战原声语音也超级赞！！
小飞侠永远支持肖战代言！！",2021-03-31 15:30:51,5,1,5,2021-04-19 15:42:16,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15585005028,经常被各种生活和工作琐事缠绕，疲于应付家务，在洗地机和扫地机器之间徘徊了一下，最终还是入了最新款的石头扫拖一体机器人，石头的算法比科沃斯要更强大，和十几年前的相比，拖地加扫地、手机远程控制、脱困能力，各方面都有了很大的提升，爱了爱了,2021-03-30 16:01:39,1,1,5,2021-04-21 13:50:23,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15751282464,关注了很久了，一直想买个满意的扫地机器人，看了网上很多评测，石头扫地机的评价很高。这款是新出的款，价格也比较合适，该有的功能也都有了，颜值也可以，还是肖战代言的。试用了一下扫的很干净，满意,2021-05-24 21:48:49,0,1,5,2021-06-02 20:04:08,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15571318852,避障能力不错，地板打扫得很干净，地图规划也很完善，噪声不大，本肖战粉丝小飞侠十分满意！！,2021-03-29 22:22:04,11,1,5,2021-04-17 21:15:19,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15839605253,家里有宠物的小伙伴一定要选择这一款，原来的那一款真的是不太智能，有狗狗的玩具就会卡住，避障功能也不太好，但是这个避障功能很好，可以完美躲过很多小玩具，狗狗也觉得很新奇，拖地功能也很好，水留的不多，可以算是比较完美啦,2021-06-16 20:55:55,0,1,5,2021-06-20 15:14:21,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
